train_number,train_name,source_station,destination_station,capacity,month,season,demand_multiplier,estimated_passengers,occupancy_rate,waitlist_count,crowd_level
12510,Sbc Guwahati Express,Guwahati,Kamakhya,1800,1,Winter,1.05,1346,0.748,0,Moderate
12510,Sbc Guwahati Express,Guwahati,Kamakhya,1800,2,Winter,0.9,1123,0.624,0,Low
12510,Sbc Guwahati Express,Guwahati,Kamakhya,1800,3,Summer,1.25,1557,0.865,0,Moderate
12510,Sbc Guwahati Express,Guwahati,Kamakhya,1800,4,Summer,1.1,1459,0.811,0,Moderate
12510,Sbc Guwahati Express,Guwahati,Kamakhya,1800,5,Summer,1.4,1862,1.035,37,High
12510,Sbc Guwahati Express,Guwahati,Kamakhya,1800,6,Monsoon,0.85,1188,0.66,0,Low
12510,Sbc Guwahati Express,Guwahati,Kamakhya,1800,7,Monsoon,0.8,1049,0.583,0,Low
12510,Sbc Guwahati Express,Guwahati,Kamakhya,1800,8,Monsoon,0.9,1105,0.614,0,Low
12510,Sbc Guwahati Express,Guwahati,Kamakhya,1800,9,Post-Monsoon,1.0,1357,0.754,0,Moderate
12510,Sbc Guwahati Express,Guwahati,Kamakhya,1800,10,Post-Monsoon,1.3,1715,0.953,0,High
12510,Sbc Guwahati Express,Guwahati,Kamakhya,1800,11,Post-Monsoon,1.45,1994,1.108,116,Overcrowded
12510,Sbc Guwahati Express,Guwahati,Kamakhya,1800,12,Winter,1.2,1535,0.853,0,Moderate
12621,Tamil Nadu Exp,Nagpur,Itarsi Jn,1500,1,Winter,1.05,1368,0.912,0,High
12621,Tamil Nadu Exp,Nagpur,Itarsi Jn,1500,2,Winter,0.9,1180,0.787,0,Moderate
12621,Tamil Nadu Exp,Nagpur,Itarsi Jn,1500,3,Summer,1.25,1488,0.992,0,High
12621,Tamil Nadu Exp,Nagpur,Itarsi Jn,1500,4,Summer,1.1,1344,0.896,0,Moderate
12621,Tamil Nadu Exp,Nagpur,Itarsi Jn,1500,5,Summer,1.4,1641,1.094,84,Overcrowded
12621,Tamil Nadu Exp,Nagpur,Itarsi Jn,1500,6,Monsoon,0.85,1030,0.687,0,Low
12621,Tamil Nadu Exp,Nagpur,Itarsi Jn,1500,7,Monsoon,0.8,948,0.632,0,Low
12621,Tamil Nadu Exp,Nagpur,Itarsi Jn,1500,8,Monsoon,0.9,1225,0.817,0,Moderate
12621,Tamil Nadu Exp,Nagpur,Itarsi Jn,1500,9,Post-Monsoon,1.0,1179,0.786,0,Moderate
12621,Tamil Nadu Exp,Nagpur,Itarsi Jn,1500,10,Post-Monsoon,1.3,1684,1.123,110,Overcrowded
12621,Tamil Nadu Exp,Nagpur,Itarsi Jn,1500,11,Post-Monsoon,1.45,1939,1.293,263,Overcrowded
12621,Tamil Nadu Exp,Nagpur,Itarsi Jn,1500,12,Winter,1.2,1452,0.968,0,High
12622,Tamil Nadu Exp,New Delhi,Agra Cantt,1500,1,Winter,1.05,1545,1.03,27,High
12622,Tamil Nadu Exp,New Delhi,Agra Cantt,1500,2,Winter,0.9,1201,0.801,0,Moderate
12622,Tamil Nadu Exp,New Delhi,Agra Cantt,1500,3,Summer,1.25,1712,1.142,127,Overcrowded
12622,Tamil Nadu Exp,New Delhi,Agra Cantt,1500,4,Summer,1.1,1446,0.964,0,High
12622,Tamil Nadu Exp,New Delhi,Agra Cantt,1500,5,Summer,1.4,1903,1.269,242,Overcrowded
12622,Tamil Nadu Exp,New Delhi,Agra Cantt,1500,6,Monsoon,0.85,1129,0.753,0,Moderate
12622,Tamil Nadu Exp,New Delhi,Agra Cantt,1500,7,Monsoon,0.8,1222,0.815,0,Moderate
12622,Tamil Nadu Exp,New Delhi,Agra Cantt,1500,8,Monsoon,0.9,1191,0.794,0,Moderate
12622,Tamil Nadu Exp,New Delhi,Agra Cantt,1500,9,Post-Monsoon,1.0,1453,0.969,0,High
12622,Tamil Nadu Exp,New Delhi,Agra Cantt,1500,10,Post-Monsoon,1.3,1951,1.301,270,Overcrowded
12622,Tamil Nadu Exp,New Delhi,Agra Cantt,1500,11,Post-Monsoon,1.45,1968,1.312,280,Overcrowded
12622,Tamil Nadu Exp,New Delhi,Agra Cantt,1500,12,Winter,1.2,1815,1.21,188,Overcrowded
12625,Kerala Express,Trivandrum Cntl,Varkala,1800,1,Winter,1.05,1249,0.694,0,Low
12625,Kerala Express,Trivandrum Cntl,Varkala,1800,2,Winter,0.9,1107,0.615,0,Low
12625,Kerala Express,Trivandrum Cntl,Varkala,1800,3,Summer,1.25,1503,0.835,0,Moderate
12625,Kerala Express,Trivandrum Cntl,Varkala,1800,4,Summer,1.1,1521,0.845,0,Moderate
12625,Kerala Express,Trivandrum Cntl,Varkala,1800,5,Summer,1.4,1675,0.931,0,High
12625,Kerala Express,Trivandrum Cntl,Varkala,1800,6,Monsoon,0.85,1117,0.621,0,Low
12625,Kerala Express,Trivandrum Cntl,Varkala,1800,7,Monsoon,0.8,1087,0.604,0,Low
12625,Kerala Express,Trivandrum Cntl,Varkala,1800,8,Monsoon,0.9,1105,0.614,0,Low
12625,Kerala Express,Trivandrum Cntl,Varkala,1800,9,Post-Monsoon,1.0,1369,0.761,0,Moderate
12625,Kerala Express,Trivandrum Cntl,Varkala,1800,10,Post-Monsoon,1.3,1773,0.985,0,High
12625,Kerala Express,Trivandrum Cntl,Varkala,1800,11,Post-Monsoon,1.45,1854,1.03,32,High
12625,Kerala Express,Trivandrum Cntl,Varkala,1800,12,Winter,1.2,1535,0.853,0,Moderate
12626,Kerala Express,V Lakshmibai Jhansi,Bina Jn,1800,1,Winter,1.05,1540,0.856,0,Moderate
12626,Kerala Express,V Lakshmibai Jhansi,Bina Jn,1800,2,Winter,0.9,1290,0.717,0,Moderate
12626,Kerala Express,V Lakshmibai Jhansi,Bina Jn,1800,3,Summer,1.25,2061,1.145,156,Overcrowded
12626,Kerala Express,V Lakshmibai Jhansi,Bina Jn,1800,4,Summer,1.1,1571,0.873,0,Moderate
12626,Kerala Express,V Lakshmibai Jhansi,Bina Jn,1800,5,Summer,1.4,2196,1.22,237,Overcrowded
12626,Kerala Express,V Lakshmibai Jhansi,Bina Jn,1800,6,Monsoon,0.85,1377,0.765,0,Moderate
12626,Kerala Express,V Lakshmibai Jhansi,Bina Jn,1800,7,Monsoon,0.8,1171,0.651,0,Low
12626,Kerala Express,V Lakshmibai Jhansi,Bina Jn,1800,8,Monsoon,0.9,1468,0.816,0,Moderate
12626,Kerala Express,V Lakshmibai Jhansi,Bina Jn,1800,9,Post-Monsoon,1.0,1627,0.904,0,High
12626,Kerala Express,V Lakshmibai Jhansi,Bina Jn,1800,10,Post-Monsoon,1.3,1981,1.101,109,Overcrowded
12626,Kerala Express,V Lakshmibai Jhansi,Bina Jn,1800,11,Post-Monsoon,1.45,2212,1.229,247,Overcrowded
12626,Kerala Express,V Lakshmibai Jhansi,Bina Jn,1800,12,Winter,1.2,1826,1.015,16,High
12631,Nellai Express,Chennai Egmore,Tambaram,1800,1,Winter,1.05,1450,0.806,0,Moderate
12631,Nellai Express,Chennai Egmore,Tambaram,1800,2,Winter,0.9,1125,0.625,0,Low
12631,Nellai Express,Chennai Egmore,Tambaram,1800,3,Summer,1.25,1740,0.967,0,High
12631,Nellai Express,Chennai Egmore,Tambaram,1800,4,Summer,1.1,1526,0.848,0,Moderate
12631,Nellai Express,Chennai Egmore,Tambaram,1800,5,Summer,1.4,1819,1.011,11,High
12631,Nellai Express,Chennai Egmore,Tambaram,1800,6,Monsoon,0.85,1105,0.614,0,Low
12631,Nellai Express,Chennai Egmore,Tambaram,1800,7,Monsoon,0.8,1038,0.577,0,Low
12631,Nellai Express,Chennai Egmore,Tambaram,1800,8,Monsoon,0.9,1164,0.647,0,Low
12631,Nellai Express,Chennai Egmore,Tambaram,1800,9,Post-Monsoon,1.0,1308,0.727,0,Moderate
12631,Nellai Express,Chennai Egmore,Tambaram,1800,10,Post-Monsoon,1.3,1616,0.898,0,Moderate
12631,Nellai Express,Chennai Egmore,Tambaram,1800,11,Post-Monsoon,1.45,1911,1.062,66,Overcrowded
12631,Nellai Express,Chennai Egmore,Tambaram,1800,12,Winter,1.2,1587,0.882,0,Moderate
12632,Nellai Express,Tirunelveli Jn,Kovilpatti,1800,1,Winter,1.05,1350,0.75,0,Moderate
12632,Nellai Express,Tirunelveli Jn,Kovilpatti,1800,2,Winter,0.9,1290,0.717,0,Moderate
12632,Nellai Express,Tirunelveli Jn,Kovilpatti,1800,3,Summer,1.25,1785,0.992,0,High
12632,Nellai Express,Tirunelveli Jn,Kovilpatti,1800,4,Summer,1.1,1472,0.818,0,Moderate
12632,Nellai Express,Tirunelveli Jn,Kovilpatti,1800,5,Summer,1.4,1875,1.042,45,High
12632,Nellai Express,Tirunelveli Jn,Kovilpatti,1800,6,Monsoon,0.85,1137,0.632,0,Low
12632,Nellai Express,Tirunelveli Jn,Kovilpatti,1800,7,Monsoon,0.8,1065,0.592,0,Low
12632,Nellai Express,Tirunelveli Jn,Kovilpatti,1800,8,Monsoon,0.9,1213,0.674,0,Low
12632,Nellai Express,Tirunelveli Jn,Kovilpatti,1800,9,Post-Monsoon,1.0,1279,0.711,0,Moderate
12632,Nellai Express,Tirunelveli Jn,Kovilpatti,1800,10,Post-Monsoon,1.3,1765,0.981,0,High
12632,Nellai Express,Tirunelveli Jn,Kovilpatti,1800,11,Post-Monsoon,1.45,1974,1.097,104,Overcrowded
12632,Nellai Express,Tirunelveli Jn,Kovilpatti,1800,12,Winter,1.2,1634,0.908,0,High
12637,Pandian Exp,Melmaruvattur,Villupuram Jn,1500,1,Winter,1.05,1185,0.79,0,Moderate
12637,Pandian Exp,Melmaruvattur,Villupuram Jn,1500,2,Winter,0.9,1011,0.674,0,Low
12637,Pandian Exp,Melmaruvattur,Villupuram Jn,1500,3,Summer,1.25,1420,0.947,0,High
12637,Pandian Exp,Melmaruvattur,Villupuram Jn,1500,4,Summer,1.1,1186,0.791,0,Moderate
12637,Pandian Exp,Melmaruvattur,Villupuram Jn,1500,5,Summer,1.4,1603,1.069,62,Overcrowded
12637,Pandian Exp,Melmaruvattur,Villupuram Jn,1500,6,Monsoon,0.85,976,0.651,0,Low
12637,Pandian Exp,Melmaruvattur,Villupuram Jn,1500,7,Monsoon,0.8,919,0.613,0,Low
12637,Pandian Exp,Melmaruvattur,Villupuram Jn,1500,8,Monsoon,0.9,1075,0.717,0,Moderate
12637,Pandian Exp,Melmaruvattur,Villupuram Jn,1500,9,Post-Monsoon,1.0,1224,0.816,0,Moderate
12637,Pandian Exp,Melmaruvattur,Villupuram Jn,1500,10,Post-Monsoon,1.3,1462,0.975,0,High
12637,Pandian Exp,Melmaruvattur,Villupuram Jn,1500,11,Post-Monsoon,1.45,1624,1.083,74,Overcrowded
12637,Pandian Exp,Melmaruvattur,Villupuram Jn,1500,12,Winter,1.2,1269,0.846,0,Moderate
12638,Pandian Exp,Madurai Jn,Kodaikanal Road,1500,1,Winter,1.05,1185,0.79,0,Moderate
12638,Pandian Exp,Madurai Jn,Kodaikanal Road,1500,2,Winter,0.9,1029,0.686,0,Low
12638,Pandian Exp,Madurai Jn,Kodaikanal Road,1500,3,Summer,1.25,1356,0.904,0,High
12638,Pandian Exp,Madurai Jn,Kodaikanal Road,1500,4,Summer,1.1,1266,0.844,0,Moderate
12638,Pandian Exp,Madurai Jn,Kodaikanal Road,1500,5,Summer,1.4,1617,1.078,70,Overcrowded
12638,Pandian Exp,Madurai Jn,Kodaikanal Road,1500,6,Monsoon,0.85,981,0.654,0,Low
12638,Pandian Exp,Madurai Jn,Kodaikanal Road,1500,7,Monsoon,0.8,961,0.641,0,Low
12638,Pandian Exp,Madurai Jn,Kodaikanal Road,1500,8,Monsoon,0.9,1107,0.738,0,Moderate
12638,Pandian Exp,Madurai Jn,Kodaikanal Road,1500,9,Post-Monsoon,1.0,1131,0.754,0,Moderate
12638,Pandian Exp,Madurai Jn,Kodaikanal Road,1500,10,Post-Monsoon,1.3,1464,0.976,0,High
12638,Pandian Exp,Madurai Jn,Kodaikanal Road,1500,11,Post-Monsoon,1.45,1542,1.028,25,High
12638,Pandian Exp,Madurai Jn,Kodaikanal Road,1500,12,Winter,1.2,1456,0.971,0,High
12673,Cheran Express,Chennai Central,Avadi,1800,1,Winter,1.05,1369,0.761,0,Moderate
12673,Cheran Express,Chennai Central,Avadi,1800,2,Winter,0.9,1218,0.677,0,Low
12673,Cheran Express,Chennai Central,Avadi,1800,3,Summer,1.25,1823,1.013,14,High
12673,Cheran Express,Chennai Central,Avadi,1800,4,Summer,1.1,1429,0.794,0,Moderate
12673,Cheran Express,Chennai Central,Avadi,1800,5,Summer,1.4,1899,1.055,59,Overcrowded
12673,Cheran Express,Chennai Central,Avadi,1800,6,Monsoon,0.85,1236,0.687,0,Low
12673,Cheran Express,Chennai Central,Avadi,1800,7,Monsoon,0.8,1074,0.597,0,Low
12673,Cheran Express,Chennai Central,Avadi,1800,8,Monsoon,0.9,1143,0.635,0,Low
12673,Cheran Express,Chennai Central,Avadi,1800,9,Post-Monsoon,1.0,1333,0.741,0,Moderate
12673,Cheran Express,Chennai Central,Avadi,1800,10,Post-Monsoon,1.3,1683,0.935,0,High
12673,Cheran Express,Chennai Central,Avadi,1800,11,Post-Monsoon,1.45,2033,1.13,140,Overcrowded
12673,Cheran Express,Chennai Central,Avadi,1800,12,Winter,1.2,1643,0.913,0,High
12679,Coimbatore Intercity,Katpadi Jn,Ambur,1500,1,Winter,1.05,1177,0.785,0,Moderate
12679,Coimbatore Intercity,Katpadi Jn,Ambur,1500,2,Winter,0.9,954,0.636,0,Low
12679,Coimbatore Intercity,Katpadi Jn,Ambur,1500,3,Summer,1.25,1390,0.927,0,High
12679,Coimbatore Intercity,Katpadi Jn,Ambur,1500,4,Summer,1.1,1188,0.792,0,Moderate
12679,Coimbatore Intercity,Katpadi Jn,Ambur,1500,5,Summer,1.4,1639,1.093,83,Overcrowded
12679,Coimbatore Intercity,Katpadi Jn,Ambur,1500,6,Monsoon,0.85,970,0.647,0,Low
12679,Coimbatore Intercity,Katpadi Jn,Ambur,1500,7,Monsoon,0.8,877,0.585,0,Low
12679,Coimbatore Intercity,Katpadi Jn,Ambur,1500,8,Monsoon,0.9,951,0.634,0,Low
12679,Coimbatore Intercity,Katpadi Jn,Ambur,1500,9,Post-Monsoon,1.0,1161,0.774,0,Moderate
12679,Coimbatore Intercity,Katpadi Jn,Ambur,1500,10,Post-Monsoon,1.3,1414,0.943,0,High
12679,Coimbatore Intercity,Katpadi Jn,Ambur,1500,11,Post-Monsoon,1.45,1665,1.11,99,Overcrowded
12679,Coimbatore Intercity,Katpadi Jn,Ambur,1500,12,Winter,1.2,1255,0.837,0,Moderate
12680,Coimbatore Intercity,Salem Jn,Bommidi,1500,1,Winter,1.05,1218,0.812,0,Moderate
12680,Coimbatore Intercity,Salem Jn,Bommidi,1500,2,Winter,0.9,1095,0.73,0,Moderate
12680,Coimbatore Intercity,Salem Jn,Bommidi,1500,3,Summer,1.25,1477,0.985,0,High
12680,Coimbatore Intercity,Salem Jn,Bommidi,1500,4,Summer,1.1,1408,0.939,0,High
12680,Coimbatore Intercity,Salem Jn,Bommidi,1500,5,Summer,1.4,1749,1.166,149,Overcrowded
12680,Coimbatore Intercity,Salem Jn,Bommidi,1500,6,Monsoon,0.85,1018,0.679,0,Low
12680,Coimbatore Intercity,Salem Jn,Bommidi,1500,7,Monsoon,0.8,925,0.617,0,Low
12680,Coimbatore Intercity,Salem Jn,Bommidi,1500,8,Monsoon,0.9,1143,0.762,0,Moderate
12680,Coimbatore Intercity,Salem Jn,Bommidi,1500,9,Post-Monsoon,1.0,1189,0.793,0,Moderate
12680,Coimbatore Intercity,Salem Jn,Bommidi,1500,10,Post-Monsoon,1.3,1633,1.089,80,Overcrowded
12680,Coimbatore Intercity,Salem Jn,Bommidi,1500,11,Post-Monsoon,1.45,1659,1.106,95,Overcrowded
12680,Coimbatore Intercity,Salem Jn,Bommidi,1500,12,Winter,1.2,1371,0.914,0,High
12681,Kovai Express,Katpadi Jn,Salem Jn,1800,1,Winter,1.05,1674,0.93,0,High
12681,Kovai Express,Katpadi Jn,Salem Jn,1800,2,Winter,0.9,1393,0.774,0,Moderate
12681,Kovai Express,Katpadi Jn,Salem Jn,1800,3,Summer,1.25,2097,1.165,178,Overcrowded
12681,Kovai Express,Katpadi Jn,Salem Jn,1800,4,Summer,1.1,1800,1.0,0,High
12681,Kovai Express,Katpadi Jn,Salem Jn,1800,5,Summer,1.4,2197,1.221,238,Overcrowded
12681,Kovai Express,Katpadi Jn,Salem Jn,1800,6,Monsoon,0.85,1287,0.715,0,Moderate
12681,Kovai Express,Katpadi Jn,Salem Jn,1800,7,Monsoon,0.8,1330,0.739,0,Moderate
12681,Kovai Express,Katpadi Jn,Salem Jn,1800,8,Monsoon,0.9,1402,0.779,0,Moderate
12681,Kovai Express,Katpadi Jn,Salem Jn,1800,9,Post-Monsoon,1.0,1645,0.914,0,High
12681,Kovai Express,Katpadi Jn,Salem Jn,1800,10,Post-Monsoon,1.3,1947,1.082,88,Overcrowded
12681,Kovai Express,Katpadi Jn,Salem Jn,1800,11,Post-Monsoon,1.45,2169,1.205,221,Overcrowded
12681,Kovai Express,Katpadi Jn,Salem Jn,1800,12,Winter,1.2,2052,1.14,151,Overcrowded
12682,Kovai Express,Salem Jn,Katpadi Jn,1800,1,Winter,1.05,1625,0.903,0,High
12682,Kovai Express,Salem Jn,Katpadi Jn,1800,2,Winter,0.9,1510,0.839,0,Moderate
12682,Kovai Express,Salem Jn,Katpadi Jn,1800,3,Summer,1.25,2044,1.136,146,Overcrowded
12682,Kovai Express,Salem Jn,Katpadi Jn,1800,4,Summer,1.1,1726,0.959,0,High
12682,Kovai Express,Salem Jn,Katpadi Jn,1800,5,Summer,1.4,2120,1.178,192,Overcrowded
12682,Kovai Express,Salem Jn,Katpadi Jn,1800,6,Monsoon,0.85,1414,0.786,0,Moderate
12682,Kovai Express,Salem Jn,Katpadi Jn,1800,7,Monsoon,0.8,1245,0.692,0,Low
12682,Kovai Express,Salem Jn,Katpadi Jn,1800,8,Monsoon,0.9,1479,0.822,0,Moderate
12682,Kovai Express,Salem Jn,Katpadi Jn,1800,9,Post-Monsoon,1.0,1497,0.832,0,Moderate
12682,Kovai Express,Salem Jn,Katpadi Jn,1800,10,Post-Monsoon,1.3,1945,1.081,87,Overcrowded
12682,Kovai Express,Salem Jn,Katpadi Jn,1800,11,Post-Monsoon,1.45,2430,1.35,378,Overcrowded
12682,Kovai Express,Salem Jn,Katpadi Jn,1800,12,Winter,1.2,2066,1.148,159,Overcrowded
12839,Howrah Mail,Howrah Jn,Kharagpur Jn,1500,1,Winter,1.05,1344,0.896,0,Moderate
12839,Howrah Mail,Howrah Jn,Kharagpur Jn,1500,2,Winter,0.9,1165,0.777,0,Moderate
12839,Howrah Mail,Howrah Jn,Kharagpur Jn,1500,3,Summer,1.25,1675,1.117,105,Overcrowded
12839,Howrah Mail,Howrah Jn,Kharagpur Jn,1500,4,Summer,1.1,1407,0.938,0,High
12839,Howrah Mail,Howrah Jn,Kharagpur Jn,1500,5,Summer,1.4,1888,1.259,233,Overcrowded
12839,Howrah Mail,Howrah Jn,Kharagpur Jn,1500,6,Monsoon,0.85,1071,0.714,0,Moderate
12839,Howrah Mail,Howrah Jn,Kharagpur Jn,1500,7,Monsoon,0.8,975,0.65,0,Low
12839,Howrah Mail,Howrah Jn,Kharagpur Jn,1500,8,Monsoon,0.9,1264,0.843,0,Moderate
12839,Howrah Mail,Howrah Jn,Kharagpur Jn,1500,9,Post-Monsoon,1.0,1302,0.868,0,Moderate
12839,Howrah Mail,Howrah Jn,Kharagpur Jn,1500,10,Post-Monsoon,1.3,1836,1.224,201,Overcrowded
12839,Howrah Mail,Howrah Jn,Kharagpur Jn,1500,11,Post-Monsoon,1.45,2025,1.35,315,Overcrowded
12839,Howrah Mail,Howrah Jn,Kharagpur Jn,1500,12,Winter,1.2,1531,1.021,18,High
12840,Howrah Mail,Chennai Central,Gudur Jn,1500,1,Winter,1.05,1188,0.792,0,Moderate
12840,Howrah Mail,Chennai Central,Gudur Jn,1500,2,Winter,0.9,1053,0.702,0,Moderate
12840,Howrah Mail,Chennai Central,Gudur Jn,1500,3,Summer,1.25,1395,0.93,0,High
12840,Howrah Mail,Chennai Central,Gudur Jn,1500,4,Summer,1.1,1294,0.863,0,Moderate
12840,Howrah Mail,Chennai Central,Gudur Jn,1500,5,Summer,1.4,1539,1.026,23,High
12840,Howrah Mail,Chennai Central,Gudur Jn,1500,6,Monsoon,0.85,903,0.602,0,Low
12840,Howrah Mail,Chennai Central,Gudur Jn,1500,7,Monsoon,0.8,981,0.654,0,Low
12840,Howrah Mail,Chennai Central,Gudur Jn,1500,8,Monsoon,0.9,1023,0.682,0,Low
12840,Howrah Mail,Chennai Central,Gudur Jn,1500,9,Post-Monsoon,1.0,1233,0.822,0,Moderate
12840,Howrah Mail,Chennai Central,Gudur Jn,1500,10,Post-Monsoon,1.3,1608,1.072,64,Overcrowded
12840,Howrah Mail,Chennai Central,Gudur Jn,1500,11,Post-Monsoon,1.45,1615,1.077,69,Overcrowded
12840,Howrah Mail,Chennai Central,Gudur Jn,1500,12,Winter,1.2,1315,0.877,0,Moderate
12841,Coromandel Express,Howrah Jn,Shalimar,1800,1,Winter,1.05,1704,0.947,0,High
12841,Coromandel Express,Howrah Jn,Shalimar,1800,2,Winter,0.9,1393,0.774,0,Moderate
12841,Coromandel Express,Howrah Jn,Shalimar,1800,3,Summer,1.25,2041,1.134,144,Overcrowded
12841,Coromandel Express,Howrah Jn,Shalimar,1800,4,Summer,1.1,1677,0.932,0,High
12841,Coromandel Express,Howrah Jn,Shalimar,1800,5,Summer,1.4,2064,1.147,158,Overcrowded
12841,Coromandel Express,Howrah Jn,Shalimar,1800,6,Monsoon,0.85,1445,0.803,0,Moderate
12841,Coromandel Express,Howrah Jn,Shalimar,1800,7,Monsoon,0.8,1261,0.701,0,Moderate
12841,Coromandel Express,Howrah Jn,Shalimar,1800,8,Monsoon,0.9,1539,0.855,0,Moderate
12841,Coromandel Express,Howrah Jn,Shalimar,1800,9,Post-Monsoon,1.0,1715,0.953,0,High
12841,Coromandel Express,Howrah Jn,Shalimar,1800,10,Post-Monsoon,1.3,2008,1.116,125,Overcrowded
12841,Coromandel Express,Howrah Jn,Shalimar,1800,11,Post-Monsoon,1.45,2203,1.224,241,Overcrowded
12841,Coromandel Express,Howrah Jn,Shalimar,1800,12,Winter,1.2,1870,1.039,42,High
12842,Coromandel Express,Chennai Central,Ongole,1800,1,Winter,1.05,1389,0.772,0,Moderate
12842,Coromandel Express,Chennai Central,Ongole,1800,2,Winter,0.9,1254,0.697,0,Low
12842,Coromandel Express,Chennai Central,Ongole,1800,3,Summer,1.25,1629,0.905,0,High
12842,Coromandel Express,Chennai Central,Ongole,1800,4,Summer,1.1,1386,0.77,0,Moderate
12842,Coromandel Express,Chennai Central,Ongole,1800,5,Summer,1.4,2033,1.13,140,Overcrowded
12842,Coromandel Express,Chennai Central,Ongole,1800,6,Monsoon,0.85,1144,0.636,0,Low
12842,Coromandel Express,Chennai Central,Ongole,1800,7,Monsoon,0.8,1168,0.649,0,Low
12842,Coromandel Express,Chennai Central,Ongole,1800,8,Monsoon,0.9,1319,0.733,0,Moderate
12842,Coromandel Express,Chennai Central,Ongole,1800,9,Post-Monsoon,1.0,1319,0.733,0,Moderate
12842,Coromandel Express,Chennai Central,Ongole,1800,10,Post-Monsoon,1.3,1688,0.938,0,High
12842,Coromandel Express,Chennai Central,Ongole,1800,11,Post-Monsoon,1.45,1931,1.073,78,Overcrowded
12842,Coromandel Express,Chennai Central,Ongole,1800,12,Winter,1.2,1634,0.908,0,High
12903,Golden Temple Mail,Bandra Terminus,Borivali,1500,1,Winter,1.05,1092,0.728,0,Moderate
12903,Golden Temple Mail,Bandra Terminus,Borivali,1500,2,Winter,0.9,919,0.613,0,Low
12903,Golden Temple Mail,Bandra Terminus,Borivali,1500,3,Summer,1.25,1389,0.926,0,High
12903,Golden Temple Mail,Bandra Terminus,Borivali,1500,4,Summer,1.1,1128,0.752,0,Moderate
12903,Golden Temple Mail,Bandra Terminus,Borivali,1500,5,Summer,1.4,1476,0.984,0,High
12903,Golden Temple Mail,Bandra Terminus,Borivali,1500,6,Monsoon,0.85,922,0.615,0,Low
12903,Golden Temple Mail,Bandra Terminus,Borivali,1500,7,Monsoon,0.8,822,0.548,0,Low
12903,Golden Temple Mail,Bandra Terminus,Borivali,1500,8,Monsoon,0.9,918,0.612,0,Low
12903,Golden Temple Mail,Bandra Terminus,Borivali,1500,9,Post-Monsoon,1.0,1126,0.751,0,Moderate
12903,Golden Temple Mail,Bandra Terminus,Borivali,1500,10,Post-Monsoon,1.3,1498,0.999,0,High
12903,Golden Temple Mail,Bandra Terminus,Borivali,1500,11,Post-Monsoon,1.45,1536,1.024,21,High
12903,Golden Temple Mail,Bandra Terminus,Borivali,1500,12,Winter,1.2,1396,0.931,0,High
12904,Golden Temple Mail,Amritsar Jn,Beas,1500,1,Winter,1.05,991,0.661,0,Low
12904,Golden Temple Mail,Amritsar Jn,Beas,1500,2,Winter,0.9,924,0.616,0,Low
12904,Golden Temple Mail,Amritsar Jn,Beas,1500,3,Summer,1.25,1185,0.79,0,Moderate
12904,Golden Temple Mail,Amritsar Jn,Beas,1500,4,Summer,1.1,1072,0.715,0,Moderate
12904,Golden Temple Mail,Amritsar Jn,Beas,1500,5,Summer,1.4,1404,0.936,0,High
12904,Golden Temple Mail,Amritsar Jn,Beas,1500,6,Monsoon,0.85,807,0.538,0,Low
12904,Golden Temple Mail,Amritsar Jn,Beas,1500,7,Monsoon,0.8,754,0.503,0,Low
12904,Golden Temple Mail,Amritsar Jn,Beas,1500,8,Monsoon,0.9,937,0.625,0,Low
12904,Golden Temple Mail,Amritsar Jn,Beas,1500,9,Post-Monsoon,1.0,1066,0.711,0,Moderate
12904,Golden Temple Mail,Amritsar Jn,Beas,1500,10,Post-Monsoon,1.3,1273,0.849,0,Moderate
12904,Golden Temple Mail,Amritsar Jn,Beas,1500,11,Post-Monsoon,1.45,1560,1.04,36,High
12904,Golden Temple Mail,Amritsar Jn,Beas,1500,12,Winter,1.2,1267,0.845,0,Moderate
12925,Paschim Express,Bandra Terminus,Mumbai Central,1800,1,Winter,1.05,1301,0.723,0,Moderate
12925,Paschim Express,Bandra Terminus,Mumbai Central,1800,2,Winter,0.9,1139,0.633,0,Low
12925,Paschim Express,Bandra Terminus,Mumbai Central,1800,3,Summer,1.25,1569,0.872,0,Moderate
12925,Paschim Express,Bandra Terminus,Mumbai Central,1800,4,Summer,1.1,1373,0.763,0,Moderate
12925,Paschim Express,Bandra Terminus,Mumbai Central,1800,5,Summer,1.4,1785,0.992,0,High
12925,Paschim Express,Bandra Terminus,Mumbai Central,1800,6,Monsoon,0.85,1114,0.619,0,Low
12925,Paschim Express,Bandra Terminus,Mumbai Central,1800,7,Monsoon,0.8,988,0.549,0,Low
12925,Paschim Express,Bandra Terminus,Mumbai Central,1800,8,Monsoon,0.9,1180,0.656,0,Low
12925,Paschim Express,Bandra Terminus,Mumbai Central,1800,9,Post-Monsoon,1.0,1184,0.658,0,Low
12925,Paschim Express,Bandra Terminus,Mumbai Central,1800,10,Post-Monsoon,1.3,1666,0.926,0,High
12925,Paschim Express,Bandra Terminus,Mumbai Central,1800,11,Post-Monsoon,1.45,1861,1.034,36,High
12925,Paschim Express,Bandra Terminus,Mumbai Central,1800,12,Winter,1.2,1431,0.795,0,Moderate
12926,Paschim Express,Jalandhar City,Jalandhar Cant,1800,1,Winter,1.05,1350,0.75,0,Moderate
